Customer_Tenure,Monthly_Spend,Num_Products,Has_Contract,Used_Support,Region_North,Region_South,Churn
8,29.3,1,0,0,0,0,1
26,91.39,2,1,0,1,0,0
28,58.26,3,1,1,1,0,1
14,66.84,3,0,0,0,0,0
26,130.8,4,1,0,0,0,0
16,55.65,3,1,0,1,0,0
39,113.11,4,1,1,0,1,1
10,26.47,1,0,0,0,1,1
2,36.13,1,0,1,0,0,1
25,68.6,3,0,1,0,0,0
8,39.73,2,0,0,0,0,1
10,34.59,1,0,1,0,0,1
35,50.19,2,1,0,1,0,0
15,86.17,3,0,0,0,0,0
19,99.45,3,0,0,0,1,0
37,119.39,4,1,0,1,0,0
14,55.93,2,0,0,0,1,1
15,69.67,3,0,1,0,0,0
19,80.75,2,0,1,0,0,1
37,107.12,4,0,0,1,0,0
13,86.98,2,0,0,0,0,1
60,137.88,3,1,1,0,0,0
17,40.39,2,0,1,1,0,1
52,87.07,4,1,1,0,1,0
31,95.18,3,0,0,0,0,1
40,125.12,4,0,0,0,1,0
15,51.72,2,0,1,1,0,1
35,52.69,3,1,1,0,0,0
37,110.49,4,1,0,0,0,0
25,84.77,3,1,1,0,1,0
12,90.12,3,1,0,0,0,0
22,70.42,3,0,0,0,1,0
15,39.24,2,0,0,1,0,1
14,59.07,2,0,0,0,1,1
13,59.56,2,1,0,1,0,1
40,114.9,4,1,0,0,0,0
15,41.83,2,0,1,1,0,1
16,37.53,2,0,0,0,1,1
2,43.52,1,1,0,0,1,1
29,124.41,4,1,0,0,0,0
17,50.19,1,0,1,1,0,1
30,112.67,3,1,0,1,0,0
2,40.5,2,0,0,1,0,1
57,144.79,4,1,0,0,0,0
9,52.55,1,0,0,1,0,1
52,133.36,4,1,0,1,0,0
51,99.01,4,1,1,1,0,0
3,37.33,1,1,0,0,0,1
17,43.77,1,0,1,1,0,1
18,91.15,2,1,0,1,0,1
34,84.3,3,0,0,1,0,0
1,39.07,1,0,1,0,1,1
13,96.42,3,0,1,0,0,1
3,46.86,1,0,1,0,1,1
46,118.47,4,1,0,0,0,0
31,118.14,4,1,0,0,0,0
21,77.48,2,0,1,0,1,1
38,137.53,4,1,0,0,0,0
13,59.78,3,0,0,0,0,0
13,27.67,2,0,0,0,0,0
24,52.81,3,1,1,0,1,0
54,97.8,3,0,0,0,1,0
7,37.98,1,0,1,0,1,1
15,81.46,3,1,0,0,0,0
34,89.72,3,1,0,1,0,0
17,61.26,3,0,1,1,0,0
25,99.49,4,1,0,0,1,0
19,85.3,2,0,1,1,0,1
20,99.41,3,0,1,0,1,0
7,43.2,1,0,0,1,0,1
40,98.71,4,0,0,1,0,0
26,61.79,3,1,0,0,0,0
34,50.01,2,1,0,0,1,0
33,95.3,3,0,0,0,0,0
26,99.59,2,0,0,1,0,1
17,76.27,2,1,0,1,0,1
52,139.3,4,0,1,0,0,0
4,33.04,1,1,1,0,0,1
19,91.02,3,1,0,0,1,0
24,50.09,2,0,0,0,0,0
52,95.99,4,1,1,0,0,0
1,30.85,1,0,1,0,0,1
24,59.15,3,1,1,0,1,0
30,95.47,3,0,1,1,0,1
5,45.28,1,0,0,0,1,1
51,137.27,3,1,1,0,1,0
57,107.01,3,0,0,1,0,0
40,137.17,3,0,0,0,0,0
10,49.88,1,0,0,1,0,1
40,106.24,4,1,0,0,1,0
3,45.4,1,1,1,1,0,1
43,131.87,4,0,0,0,0,1
24,67.02,3,1,1,1,0,0
17,46.78,1,0,0,0,0,1
35,53.82,2,1,0,0,1,1
60,115.82,4,1,0,0,0,0
48,112.51,4,1,0,0,0,0
25,108.27,4,0,0,0,1,0
45,83.01,4,1,1,0,0,0
9,53.01,2,0,1,1,0,1
28,74.77,3,0,0,1,0,0
54,91.57,3,1,0,1,0,0
3,32.69,1,0,1,1,0,1
42,123.58,3,0,0,0,0,0
1,35.03,1,0,0,1,0,0
53,86.29,4,1,0,0,1,0
38,140.0,3,0,1,0,1,0
3,44.2,1,0,0,0,1,1
9,46.13,1,0,1,0,1,1
5,34.37,1,0,1,0,0,1
13,66.99,3,0,0,1,0,0
15,71.01,2,1,0,1,0,1
35,84.97,3,1,0,0,1,0
26,59.07,2,0,0,0,1,1
51,120.62,4,1,1,0,1,0
16,67.74,3,0,0,0,0,1
16,80.69,3,1,0,0,1,0
8,43.54,2,0,0,0,1,1
57,128.64,4,0,0,1,0,0
20,62.77,2,0,1,0,1,1
12,54.93,1,0,1,0,0,1
13,33.34,1,0,0,1,0,1
31,82.3,3,1,1,1,0,0
32,122.48,4,1,0,0,0,1
20,52.13,3,0,1,0,1,0
38,94.35,4,1,0,1,0,0
5,43.83,1,0,0,0,1,1
9,49.49,1,1,1,1,0,1
7,43.93,2,0,0,0,0,1
12,29.23,1,0,0,1,0,1
12,65.7,3,0,1,0,0,1
34,77.63,3,1,0,0,1,0
27,88.8,4,1,0,0,0,0
15,29.16,1,0,0,1,0,0
27,80.16,3,1,0,0,1,0
16,39.38,1,0,1,0,1,1
34,63.9,3,1,0,0,1,0
26,140.69,4,0,0,0,1,1
56,137.17,4,1,1,0,0,0
36,109.57,4,0,0,0,0,0
6,39.2,1,0,0,1,0,1
7,57.46,1,1,1,1,0,1
7,43.18,1,0,1,0,0,1
25,118.18,3,1,0,1,0,0
26,91.26,3,0,0,0,0,0
15,75.35,3,1,0,0,1,0
18,60.15,2,0,1,0,1,1
8,58.43,1,0,0,1,0,1
52,120.27,4,1,0,1,0,0
7,41.29,2,0,0,0,1,1
34,99.85,3,0,0,0,0,0
55,122.29,3,0,0,0,0,0
17,70.9,2,0,1,1,0,1
5,40.05,1,0,0,1,0,1
5,24.36,2,0,1,1,0,1
8,39.17,2,0,0,0,0,1
22,54.88,2,1,0,1,0,1
7,54.32,1,1,1,1,0,1
4,40.61,1,0,1,1,0,1
59,128.16,4,0,0,1,0,0
16,28.25,1,1,0,0,0,1
44,118.39,4,0,0,0,1,0
33,143.71,4,1,0,1,0,0
5,32.94,1,0,0,1,0,1
46,145.11,4,1,0,1,0,0
23,69.54,2,0,0,1,0,1
8,35.14,2,0,0,1,0,1
12,43.29,1,0,0,0,1,1
54,106.96,4,1,1,1,0,0
4,20.63,2,0,0,1,0,1
10,25.65,1,0,0,0,1,1
5,45.6,1,0,1,0,0,1
4,28.41,1,0,1,0,1,1
16,80.7,2,1,1,0,1,1
16,30.21,2,0,0,0,1,0
60,133.17,4,1,0,0,1,0
50,85.79,4,1,0,1,0,0
24,69.08,2,0,0,0,0,0
57,145.83,4,1,0,1,0,0
16,43.39,1,1,0,0,1,1
11,23.54,2,1,1,0,0,1
32,50.55,3,0,0,0,1,1
16,47.44,2,0,0,0,0,0
13,69.62,3,0,0,0,1,1
38,131.16,4,1,0,0,0,0
53,80.2,4,1,0,0,0,0
24,92.19,3,0,0,0,0,0
10,29.94,1,0,1,0,0,1
23,98.31,3,0,1,0,0,1
3,49.77,1,0,1,0,0,1
48,149.73,4,1,0,0,1,0
26,54.75,3,0,0,1,0,0
17,89.36,2,1,1,0,1,0
32,92.1,2,0,1,0,0,1
14,67.83,3,1,0,0,0,0
13,42.54,1,0,0,0,0,0
19,81.56,3,1,0,0,0,0
2,54.66,1,0,1,1,0,1
17,29.25,2,0,0,1,0,0
6,20.36,1,0,0,1,0,1
46,129.71,4,1,0,1,0,0
14,57.03,1,0,1,0,1,1
38,127.65,4,0,0,0,0,0
22,61.64,3,1,0,0,0,0
10,57.59,1,1,1,0,1,1
8,47.73,1,0,0,1,0,1
25,91.26,3,1,0,1,0,0
17,34.37,1,1,1,0,1,0
14,32.88,2,0,0,1,0,1
15,50.52,2,1,1,1,0,0
20,62.62,2,1,0,0,1,0
34,144.18,3,1,0,1,0,0
49,141.44,3,1,1,0,0,0
17,36.19,1,0,0,1,0,1
17,22.99,1,0,0,1,0,1
21,87.98,2,1,0,1,0,1
29,70.64,3,0,0,1,0,0
5,24.11,1,1,0,0,1,1
29,103.86,4,0,0,0,0,0
42,104.93,4,0,0,0,1,1
12,46.01,1,1,0,0,1,1
17,68.95,3,1,0,0,1,0
28,130.05,4,1,0,0,1,0
11,59.82,1,1,1,1,0,1
12,68.57,2,1,0,0,1,1
25,72.38,2,1,0,0,0,0
58,108.09,3,1,0,0,0,0
4,24.79,1,0,1,0,0,1
23,95.2,3,1,0,1,0,0
24,85.01,2,1,1,1,0,1
48,116.84,3,1,0,0,0,1
6,20.01,1,1,0,1,0,1
10,22.85,2,0,1,1,0,1
1,37.35,1,1,0,1,0,1
15,51.56,3,0,1,1,0,0
6,45.21,1,0,0,1,0,1
6,40.24,1,0,1,0,1,1
12,40.27,1,0,0,0,1,1
34,87.66,3,1,0,0,0,0
3,58.92,2,0,0,1,0,1
10,50.28,1,0,0,1,0,1
28,90.16,4,1,0,0,1,0
46,104.74,4,1,1,0,1,0
10,44.13,1,0,1,0,1,1
28,137.66,4,1,1,0,0,0
19,84.34,2,1,0,1,0,0
30,74.8,3,1,0,0,0,0
9,51.35,2,1,0,0,1,0
53,82.16,4,0,0,1,0,0
7,44.69,1,1,1,0,0,1
31,131.42,3,1,0,0,1,0
28,56.12,3,1,1,1,0,0
32,139.63,3,1,0,1,0,0
38,105.98,4,0,0,1,0,0
13,23.59,2,0,1,0,1,1
15,52.98,1,0,1,1,0,1
23,82.17,3,0,0,1,0,1
60,87.19,4,0,0,1,0,0
42,108.3,4,1,0,0,0,0
15,86.51,2,0,0,0,0,1
16,52.86,3,0,0,0,0,0
2,29.38,1,0,0,1,0,1
26,84.08,3,1,1,0,0,0
7,44.1,1,1,1,0,1,1
28,75.51,3,1,1,0,0,0
14,78.1,2,0,0,0,1,1
36,93.23,4,0,0,0,1,0
33,74.05,3,0,0,0,0,0
15,42.66,1,1,0,1,0,1
26,78.01,3,0,0,0,1,0
15,84.26,3,1,0,0,0,0
11,36.21,1,0,0,0,0,0
4,45.12,1,1,0,0,0,0
35,86.99,4,1,1,0,1,0
33,53.42,3,0,1,1,0,0
30,61.05,2,0,1,1,0,1
34,146.42,4,1,0,0,1,0
12,26.97,1,0,1,0,1,0
20,94.85,2,1,0,1,0,0
54,116.21,3,1,1,1,0,0
52,129.66,4,1,0,0,1,0
27,71.44,3,0,0,0,0,0
8,44.76,2,0,1,0,0,1
12,25.98,1,0,1,0,0,1
17,26.37,2,0,1,0,0,1
12,24.93,2,0,1,0,1,1
13,99.1,3,1,0,0,0,0
31,147.87,4,1,0,0,1,0
55,118.64,3,1,0,0,0,0
35,87.3,3,1,0,0,0,0
14,77.89,3,0,0,0,0,1
6,21.37,1,0,1,0,1,1
31,62.72,3,1,0,1,0,0
53,91.78,4,1,0,1,0,0
3,41.98,1,0,0,1,0,1
16,37.71,1,0,0,1,0,1
53,140.88,4,1,0,1,0,0
37,113.2,4,1,0,1,0,0
30,90.53,3,0,0,0,1,0
51,124.77,4,1,0,0,0,1
31,56.4,3,1,0,1,0,0
41,100.48,4,1,1,0,1,1
30,67.3,3,0,0,0,0,0
35,124.65,4,1,0,0,1,0
29,55.11,3,0,1,0,0,0
12,49.97,1,0,1,1,0,1
1,45.61,1,0,0,1,0,1
53,137.39,3,1,0,0,1,0
5,52.75,2,0,1,1,0,1
10,43.01,1,0,0,0,1,1
13,44.72,2,0,0,0,1,1
9,23.62,1,0,1,1,0,1
17,90.31,2,0,1,1,0,1
46,90.54,3,0,0,1,0,0
56,91.94,4,1,1,0,1,0
34,131.73,4,1,1,0,1,1
3,45.15,1,0,0,1,0,1
30,89.63,3,1,0,1,0,0
57,127.22,3,1,0,1,0,0
14,86.78,3,0,0,1,0,1
31,74.42,3,1,1,0,0,0
2,51.27,2,0,0,1,0,1
30,124.25,3,1,0,0,0,0
48,143.45,4,0,0,0,0,0
30,77.26,3,0,0,1,0,0
23,96.01,3,1,0,0,1,0
29,64.97,3,0,0,0,0,1
58,101.83,4,1,0,0,0,0
3,39.27,1,0,1,0,1,1
28,53.44,2,0,0,0,0,1
15,83.21,2,0,0,0,0,0
14,93.23,3,1,1,1,0,1
22,77.9,3,0,0,0,0,0
45,111.42,4,0,1,0,1,0
26,94.5,4,1,1,0,1,0
31,99.03,3,0,0,0,0,0
13,45.3,1,0,0,0,0,1
31,56.57,2,1,0,0,1,0
54,97.97,4,1,1,1,0,0
28,67.18,2,1,1,0,1,1
10,36.52,2,0,0,0,0,0
33,87.81,3,0,0,0,1,0
26,87.09,3,0,0,0,0,0
12,43.22,2,0,0,0,0,1
1,27.89,1,0,0,0,1,1
21,83.92,3,1,0,1,0,0
21,90.37,2,0,0,0,1,1
28,58.08,3,0,1,0,1,1
30,92.84,2,0,0,0,1,0
4,24.97,1,0,0,0,1,1
35,129.0,4,0,0,0,1,0
21,89.46,3,0,1,1,0,1
13,98.99,2,0,1,1,0,1
33,81.22,3,0,1,0,1,1
37,125.0,4,1,1,1,0,1
7,29.02,1,0,0,1,0,1
57,81.76,4,1,0,1,0,0
31,128.84,3,1,0,0,1,0
2,55.87,1,0,1,1,0,1
32,118.83,4,1,0,0,0,0
57,82.92,4,1,1,0,1,0
5,39.13,1,0,0,0,1,1
50,146.91,4,1,1,0,0,0
27,130.23,3,0,0,1,0,0
22,54.67,3,1,0,0,1,0
38,100.3,3,1,0,0,0,0
3,26.99,1,1,1,0,0,1
58,105.93,3,1,0,0,0,1
1,46.86,1,0,1,0,0,1
17,35.17,1,0,1,1,0,1
18,94.79,3,1,0,1,0,0
4,44.52,1,0,1,0,1,1
59,145.16,4,1,0,0,1,0
15,68.85,3,0,1,1,0,1
29,89.92,3,1,0,0,0,0
46,95.12,4,1,0,0,1,0
6,30.62,1,0,1,1,0,1
34,52.31,3,0,0,0,0,0
16,87.48,3,1,0,0,0,0
9,29.09,1,1,0,0,1,0
25,56.36,3,1,0,0,0,0
1,54.77,1,1,0,0,0,0
16,58.11,2,0,0,0,1,0
35,51.15,3,1,0,1,0,0
8,23.3,1,0,0,1,0,1
12,85.95,3,0,0,0,1,0
17,77.9,3,1,0,1,0,0
47,108.1,4,1,1,0,0,0
9,57.7,2,0,0,0,0,1
19,58.36,3,0,0,0,0,0
12,94.12,2,1,0,0,0,0
20,52.33,2,1,0,0,0,0
47,111.54,3,0,0,1,0,1
17,40.02,1,0,0,1,0,1
52,106.9,4,0,0,0,0,0
23,51.1,2,1,0,0,1,0
11,35.48,2,0,0,0,1,1
5,48.22,1,0,0,0,1,1
21,81.07,3,1,0,0,0,0
16,80.67,3,1,0,0,1,0
13,80.6,3,1,1,0,0,0
33,66.11,3,0,1,1,0,1
12,62.77,3,1,0,0,1,0
37,134.74,4,1,0,1,0,0
17,46.28,2,0,0,0,0,0
1,23.81,1,0,1,1,0,1
30,60.78,2,1,0,0,0,0
12,93.86,3,0,0,1,0,1
42,122.43,3,1,0,1,0,0
17,26.25,1,0,0,0,1,0
48,91.59,3,1,0,0,1,0
31,78.67,3,0,1,1,0,1
52,126.41,4,1,0,1,0,0
45,113.35,4,1,0,0,0,0
31,87.41,3,1,0,0,1,0
8,33.71,1,0,0,1,0,1
6,43.74,1,0,1,0,0,1
8,47.24,1,0,0,1,0,1
43,140.44,3,0,0,0,1,1
56,124.81,3,0,0,1,0,0
41,114.4,3,1,1,0,1,0
26,92.98,3,1,1,1,0,0
31,98.07,3,1,1,0,0,0
16,29.31,1,1,0,1,0,1
2,42.33,1,0,0,1,0,1
33,92.4,4,1,0,1,0,0
12,48.88,2,0,0,0,0,0
55,130.29,3,1,0,0,1,0
28,55.27,3,1,0,0,0,0
17,73.52,2,0,0,0,0,0
37,84.04,3,1,0,0,0,0
43,135.07,3,1,1,0,0,0
47,98.63,3,0,0,1,0,1
16,91.97,3,1,0,0,0,0
52,125.34,4,1,1,1,0,0
14,40.9,2,0,0,0,0,0
25,61.31,3,1,1,0,1,0
7,55.12,2,1,0,0,0,1
9,20.73,1,0,1,0,1,1
13,53.17,2,0,0,0,1,1
45,103.93,4,1,1,0,0,0
16,31.87,1,0,1,1,0,1
3,34.31,1,0,0,1,0,1
32,63.78,2,1,1,0,1,0
31,139.07,4,1,0,0,0,0
1,51.31,1,0,0,1,0,1
37,149.63,3,1,1,1,0,0
24,90.66,3,1,0,1,0,0
34,57.45,2,0,1,1,0,0
33,139.1,3,1,1,0,0,1
22,93.99,2,1,1,0,0,0
50,131.6,3,1,0,0,1,0
39,89.27,3,0,0,0,1,0
59,91.72,4,1,0,0,0,0
52,136.46,4,1,0,1,0,0
34,98.67,4,1,0,0,1,0
22,57.05,3,1,0,0,1,0
4,59.47,1,0,1,1,0,1
15,98.64,2,1,0,0,1,0
58,148.61,4,1,0,1,0,0
20,82.98,3,1,0,1,0,0
33,125.11,4,1,1,1,0,0
25,82.81,2,1,0,0,0,0
26,62.7,3,1,0,1,0,0
2,41.34,1,0,1,0,0,1
50,127.26,4,1,0,1,0,0
27,63.3,3,1,0,0,0,0
59,81.92,4,0,1,0,0,1
58,138.96,4,1,0,0,0,0
15,43.91,2,0,0,0,0,0
27,79.93,3,1,1,1,0,0
57,93.15,4,1,0,1,0,0
44,146.27,4,1,0,0,1,0
15,57.89,2,0,0,1,0,1
17,34.27,1,0,0,1,0,1
13,29.56,1,1,0,0,0,1
25,92.72,3,0,0,0,1,0
4,53.07,1,0,0,0,1,1
40,148.22,3,1,1,0,0,1
48,85.43,3,1,0,0,1,0
8,43.61,2,0,0,0,1,0
49,135.22,4,1,0,0,0,0
57,130.45,3,1,0,1,0,0
24,127.28,4,0,0,0,1,0
4,31.11,2,0,1,0,0,1
14,41.06,2,0,1,0,0,1
18,90.96,3,0,1,0,0,0
29,96.96,4,1,0,0,1,0
19,54.65,3,1,1,0,0,0
52,118.07,4,1,0,1,0,0
35,87.91,3,1,1,1,0,0
10,30.6,1,0,1,0,1,1
32,145.6,4,1,1,0,1,0
15,37.23,2,0,1,1,0,1
17,44.22,1,0,0,0,1,0
12,47.66,2,0,0,1,0,1
33,82.88,3,0,0,0,1,0
48,125.57,4,0,0,0,0,1
45,135.74,4,1,0,0,1,0
14,73.1,2,1,0,1,0,0
30,68.02,3,1,1,0,1,0
16,27.08,2,0,0,0,1,1
40,142.7,4,1,1,0,1,0
59,114.15,4,1,1,0,1,0
3,57.94,2,1,0,0,1,0
16,33.85,1,0,1,0,0,1
15,56.37,2,1,0,1,0,0
51,130.38,4,1,0,0,1,0
12,75.1,3,0,0,0,1,0
9,50.17,1,0,0,0,1,1
3,49.32,1,0,1,1,0,1
50,80.47,3,1,0,1,0,0
45,132.21,4,0,0,1,0,0
12,59.03,3,1,1,0,0,0
12,25.83,1,0,0,0,0,0
17,98.74,2,0,0,0,1,1
33,93.86,2,1,0,0,0,1
9,20.7,1,0,0,1,0,1
30,60.49,2,1,0,0,0,0
1,48.71,2,0,1,0,1,1
5,23.48,1,0,1,1,0,1
29,89.1,4,1,0,0,0,0
17,33.67,2,0,1,0,0,1
12,23.9,2,1,1,0,0,0
29,134.77,4,1,0,1,0,0
3,24.52,1,0,0,0,0,0
32,72.58,3,1,0,0,0,0
12,41.69,1,1,0,0,1,1
24,85.97,3,0,0,1,0,0
60,131.13,4,1,0,1,0,0
49,117.18,4,1,0,0,0,0
10,58.97,1,0,1,0,1,1
36,118.43,3,1,1,0,1,0
16,68.16,3,0,1,1,0,0
1,24.36,1,0,1,1,0,1
27,65.55,3,0,0,0,1,0
15,44.29,2,0,1,0,1,1
13,29.43,1,0,0,0,0,1
34,68.57,3,0,0,0,1,0
35,143.77,4,0,0,0,0,1
22,71.07,3,0,0,1,0,0
40,90.66,3,1,0,1,0,0
60,87.31,4,1,1,0,1,0
51,134.81,4,0,0,1,0,0
2,46.65,1,0,0,1,0,1
57,107.51,3,1,0,0,0,0
39,100.89,3,1,0,0,1,1
25,89.02,2,1,1,1,0,0
59,145.54,4,1,0,1,0,0
25,96.83,4,1,0,1,0,0
51,111.78,4,1,0,0,0,0
16,36.96,1,0,1,1,0,1
14,76.21,3,0,0,1,0,0
16,99.56,3,1,1,0,1,0
60,103.92,4,0,1,1,0,0
12,78.36,3,1,0,1,0,0
32,57.58,3,1,0,1,0,0
27,58.04,3,1,1,1,0,0
49,87.91,4,1,0,1,0,0
38,122.15,3,1,0,1,0,0
40,119.95,3,0,1,0,0,0
41,80.22,4,1,1,1,0,0
59,92.8,3,1,1,0,0,0
26,77.44,3,0,0,0,0,0
15,84.39,3,1,0,0,1,0
52,146.37,4,1,0,1,0,0
21,70.61,2,1,0,1,0,0
31,74.33,3,1,0,0,0,0
33,73.72,2,1,0,0,1,0
58,117.27,4,1,1,0,1,0
58,82.14,3,1,1,1,0,0
24,82.17,4,1,0,0,0,0
34,90.44,2,1,0,1,0,0
31,82.08,3,1,0,0,1,0
14,72.16,2,1,1,0,1,1
40,129.63,3,1,0,1,0,0
33,63.79,3,0,0,0,1,0
36,127.33,4,1,0,0,0,0
14,46.16,2,0,0,0,0,1
15,50.71,1,0,0,0,0,1
43,147.95,3,1,0,0,1,0
25,94.95,3,1,0,0,1,0
55,133.38,4,1,1,1,0,0
35,96.13,3,0,0,0,1,0
18,65.66,2,1,0,1,0,1
31,99.4,3,1,0,0,1,0
24,111.32,3,1,0,1,0,0
8,57.64,1,0,0,0,1,1
17,51.52,2,0,1,0,1,1
23,89.58,2,0,0,0,0,0
26,99.42,3,0,1,0,1,0
13,22.52,1,0,0,0,0,0
17,86.62,3,1,0,0,0,0
54,119.52,3,1,0,0,1,0
47,122.4,4,0,0,0,1,1
46,80.2,4,1,0,1,0,0
19,87.12,3,0,0,0,0,1
21,63.47,3,1,0,0,1,0
19,99.09,2,0,0,0,0,1
26,61.28,3,0,0,0,1,0
26,80.11,3,1,0,0,0,0
1,40.56,2,0,1,0,0,1
14,93.1,2,1,0,1,0,1
12,31.19,1,0,1,1,0,1
33,59.94,3,1,0,0,1,0
58,100.77,4,1,0,0,1,0
55,117.21,3,1,0,1,0,0
15,53.43,3,0,1,0,0,0
26,66.91,2,0,0,0,1,0
16,54.58,1,0,1,0,0,1
9,43.95,1,0,0,0,0,1
42,83.11,4,1,0,0,1,0
4,28.03,1,0,0,0,0,1
30,89.22,4,1,0,0,1,0
12,45.96,1,0,1,0,0,1
7,20.05,1,0,0,0,1,1
17,31.81,1,0,0,0,1,1
16,46.97,1,0,0,0,1,0
4,30.28,1,1,0,0,1,0
25,63.69,3,1,1,0,1,0
34,117.23,4,1,0,0,1,0
56,121.74,3,1,0,1,0,0
14,76.93,3,1,0,0,0,0
40,139.3,3,1,0,0,1,0
39,120.03,4,1,0,0,1,0
35,56.66,3,0,0,0,1,0
1,26.56,1,0,1,0,0,1
1,35.82,2,0,0,0,0,1
32,86.17,4,0,0,0,1,0
31,91.56,4,1,0,1,0,0
16,25.35,2,0,0,0,1,1
4,32.03,1,0,1,0,1,1
7,26.5,1,0,0,0,0,1
16,88.59,2,1,0,0,1,0
16,50.1,1,0,0,0,0,1
12,61.37,2,0,0,0,1,1
39,80.15,4,1,1,0,0,0
32,56.49,2,0,1,1,0,0
7,48.98,1,0,0,0,0,1
15,79.32,2,1,0,0,0,0
8,34.94,1,1,0,0,0,1
44,127.35,4,1,0,1,0,0
24,135.54,4,1,0,1,0,0
12,20.71,1,1,0,0,1,0
38,116.91,4,1,0,1,0,0
24,93.61,3,1,0,1,0,0
9,39.17,1,0,0,1,0,1
14,61.01,3,0,1,0,1,0
16,50.74,2,0,0,0,1,1
11,24.92,1,0,0,1,0,1
13,71.76,3,0,0,1,0,1
17,35.24,1,0,1,0,1,1
24,86.68,3,1,0,0,1,0
46,120.55,3,1,0,1,0,0
30,61.39,3,1,0,0,1,0
55,107.63,3,0,0,0,0,0
45,98.39,3,1,0,0,0,0
55,98.83,4,1,0,0,0,0
27,132.78,4,1,0,0,0,0
28,117.1,3,0,0,0,1,1
17,44.02,1,0,1,0,1,1
12,55.3,1,0,0,0,1,1
35,98.98,2,1,0,0,1,0
24,74.97,3,0,0,1,0,0
58,145.62,4,1,0,0,1,0
55,124.4,4,1,0,0,1,0
3,36.64,1,0,1,1,0,1
56,137.87,4,1,0,0,0,0
15,93.99,3,0,0,1,0,1
12,89.12,2,0,0,1,0,1
56,146.01,4,1,0,1,0,0
17,57.25,2,0,0,0,1,0
16,43.48,1,0,1,1,0,0
2,47.22,1,0,1,0,0,1
15,50.67,1,1,1,0,1,1
29,93.96,3,0,0,0,1,0
3,50.74,2,1,1,1,0,1
57,101.43,3,1,0,0,1,0
6,27.2,1,0,1,0,0,1
23,59.34,3,0,0,0,1,0
15,56.31,2,0,0,0,0,0
35,68.76,3,0,1,0,0,1
44,138.92,3,1,0,0,0,0
16,64.12,3,0,0,0,1,0
52,141.04,3,0,0,1,0,0
20,75.73,3,1,0,0,1,0
26,124.93,3,1,0,0,1,0
25,81.82,2,0,1,0,0,1
16,91.3,3,1,0,0,0,0
16,49.23,2,0,1,0,0,0
32,53.71,2,1,0,0,0,1
25,53.13,2,0,0,1,0,0
24,57.46,3,0,0,1,0,0
41,126.57,3,1,0,1,0,0
13,45.33,1,0,1,0,0,1
25,58.44,3,1,1,0,0,0
32,51.81,3,0,1,0,1,0
17,25.96,2,1,0,0,0,0
15,48.97,1,0,1,0,0,1
35,96.43,3,1,1,0,0,1
3,42.58,1,0,1,0,0,1
48,147.95,4,1,0,0,1,0
7,41.29,2,0,0,0,1,1
27,85.38,3,1,0,1,0,0
49,139.68,4,1,1,0,1,0
5,20.8,2,0,0,0,1,1
12,73.01,3,1,0,1,0,0
38,103.12,3,1,1,0,0,0
4,56.22,1,0,1,0,1,1
22,94.11,2,0,0,0,0,1
52,137.5,3,1,0,1,0,0
3,35.96,1,0,1,0,1,1
12,74.27,3,0,1,0,1,0
32,117.98,3,1,0,1,0,0
47,113.32,3,1,0,0,1,0
5,28.14,1,1,1,1,0,1
50,96.74,4,1,0,1,0,0
15,22.34,2,1,0,1,0,0
40,116.57,3,1,1,1,0,0
3,37.21,1,0,0,0,0,1
6,37.49,2,1,1,1,0,1
24,138.33,3,1,1,0,1,0
24,142.16,4,1,0,0,0,0
60,133.15,4,0,0,0,1,0
47,99.62,4,1,0,0,0,0
29,68.18,2,0,0,0,0,1
50,95.63,4,1,1,0,0,0
49,95.84,3,1,0,1,0,0
